industry_code,industry,national_fatals_total,states_fatals_sum,pct_coverage,all_states_count,fatal_states_count
5419XX,"Other Professional, Scientific, And Technical Services",74,8,10.810810810810810811,52,6
4529XX,Other General Merchandise Stores,92,10,10.869565217391304348,52,9
62161X,Home Health Care Services,119,13,10.924369747899159664,52,6
6216XX,Home Health Care Services,119,13,10.924369747899159664,52,6
45431X,Fuel Dealers,64,7,10.9375,50,5
238172,Nonresidential Siding Contractors,9,1,11.111111111111111111,49,1
42442X,Packaged Frozen Food Merchant Wholesalers,9,1,11.111111111111111111,51,1
48821X,Support Activities For Rail Transportation,27,3,11.111111111111111111,44,3
4882XX,Support Activities For Rail Transportation,27,3,11.111111111111111111,44,3
56131X,Employment Placement Agencies,18,2,11.111111111111111111,52,2
62142X,Outpatient Mental Health And Substance Abuse Centers,9,1,11.111111111111111111,52,1
92213X,Legal Counsel And Prosecution,9,1,11.111111111111111111,51,1
92412X,Administration Of Conservation Programs,90,10,11.111111111111111111,52,6
54111X,Offices Of Lawyers,88,10,11.363636363636363636,52,6
3231XX,Printing And Related Support Activities,79,9,11.392405063291139241,52,4
323XXX,Printing And Related Support Activities,79,9,11.392405063291139241,52,4
4481XX,Clothing Stores,79,9,11.392405063291139241,52,5
811192,Car Washes,61,7,11.47540983606557377,51,5
486XXX,Pipeline Transportation,26,3,11.538461538461538462,47,1
44529X,Other Specialty Food Stores,17,2,11.764705882352941176,52,2
44831X,Jewelry Stores,34,4,11.764705882352941176,51,4
4539XX,Other Miscellaneous Store Retailers,85,10,11.764705882352941176,52,3
483211,Inland Water Freight Transportation,51,6,11.764705882352941176,29,3
53112X,Lessors Of Nonresidential Buildings (Except Miniwarehouses),34,4,11.764705882352941176,52,4
56299X,All Other Waste Management Services,68,8,11.764705882352941176,50,4
81221X,Funeral Homes And Funeral Services,34,4,11.764705882352941176,50,4
32311X,Printing,67,8,11.940298507462686567,52,4
8129XX,Other Personal Services,67,8,11.940298507462686567,52,7
44221X,Floor Covering Stores,25,3,12,52,3
3119XX,Other Food Manufacturing,41,5,12.195121951219512195,50,5
312111,Soft Drink Manufacturing,41,5,12.195121951219512195,41,3
71399X,All Other Amusement And Recreation Industries,97,12,12.371134020618556701,52,3
2123XX,Nonmetallic Mineral Mining And Quarrying,176,22,12.5,48,13
238171,Residential Siding Contractors,40,5,12.5,49,5
311812,Commercial Bakeries,48,6,12.5,50,4
33243X,"Metal Can, Box, And Other Metal Container (Light Gauge) Manufacturing",8,1,12.5,43,1
336212,Truck Trailer Manufacturing,8,1,12.5,33,1
42384X,Industrial Supplies Merchant Wholesalers,16,2,12.5,50,2
4241XX,Paper And Paper Product Merchant Wholesalers,16,2,12.5,52,2
62321X,Residential Mental Retardation Facilities,24,3,12.5,52,3
9251XX,"Administration Of Housing Programs, Urban Planning, And Community Development",8,1,12.5,52,1
925XXX,"Administration Of Housing Programs, Urban Planning, And Community Development",8,1,12.5,52,1
42332X,"Brick, Stone, And Related Construction Material Merchant Wholesalers",55,7,12.727272727272727273,51,4
42381X,Construction And Mining (Except Oil Well) Machinery And Equipment Merchant Wholesalers,47,6,12.765957446808510638,51,4
4422XX,Home Furnishings Stores,39,5,12.820512820512820513,52,5
56292X,Materials Recovery Facilities,39,5,12.820512820512820513,46,4
442XXX,Furniture And Home Furnishings Stores,109,14,12.844036697247706422,52,9
61121X,Junior Colleges,31,4,12.903225806451612903,50,4
6112XX,Junior Colleges,31,4,12.903225806451612903,50,4
81112X,"Automotive Body, Paint, Interior, And Glass Repair",124,16,12.903225806451612903,52,8
44111X,New Car Dealers,147,19,12.925170068027210884,52,7
562212,Solid Waste Landfill,85,11,12.941176470588235294,50,7
32739X,Other Concrete Product Manufacturing,46,6,13.043478260869565217,48,4
33211X,Forging And Stamping,23,3,13.043478260869565217,47,3
3321XX,Forging And Stamping,23,3,13.043478260869565217,47,3
481112,Scheduled Freight Air Transportation,23,3,13.043478260869565217,45,2
71394X,Fitness And Recreational Sports Centers,23,3,13.043478260869565217,52,3
23819X,"Other Foundation, Structure, And Building Exterior Contractors",107,14,13.08411214953271028,52,4
4483XX,"Jewelry, Luggage, And Leather Goods Stores",38,5,13.157894736842105263,52,5
212311,Dimension Stone Mining And Quarrying,15,2,13.333333333333333333,38,2
23799X,Other Heavy And Civil Engineering Construction,135,18,13.333333333333333333,52,2
3253XX,"Pesticide, Fertilizer, And Other Agricultural Chemical Manufacturing",15,2,13.333333333333333333,45,2
4452XX,Specialty Food Stores,75,10,13.333333333333333333,52,6
485111,Mixed Mode Transit Systems,45,6,13.333333333333333333,21,4
5222XX,Nondepository Credit Intermediation,75,10,13.333333333333333333,52,6
5322XX,Consumer Goods Rental,60,8,13.333333333333333333,52,5
9241XX,Administration Of Environmental Quality Programs,119,16,13.445378151260504202,52,9
924XXX,Administration Of Environmental Quality Programs,119,16,13.445378151260504202,52,9
54138X,Testing Laboratories,37,5,13.513513513513513514,52,3
6213XX,Offices Of Other Health Practitioners,37,5,13.513513513513513514,52,5
4511XX,"Sporting Goods, Hobby, And Musical Instrument Stores",59,8,13.559322033898305085,52,5
42471X,Petroleum Bulk Stations And Terminals,22,3,13.636363636363636364,50,1
48532X,Limousine Service,22,3,13.636363636363636364,52,3
7113XX,"Promoters Of Performing Arts, Sports, And Similar Events",66,9,13.636363636363636364,52,8
5416XX,"Management, Scientific, And Technical Consulting Services",95,13,13.684210526315789474,52,5
52229X,Other Nondepository Credit Intermediation,73,10,13.69863013698630137,52,6
33151X,Ferrous Metal Foundries,51,7,13.725490196078431373,41,4
48851X,Freight Transportation Arrangement,36,5,13.888888888888888889,52,3
4885XX,Freight Transportation Arrangement,36,5,13.888888888888888889,52,3
54121X,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services",36,5,13.888888888888888889,52,4
5412XX,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services",36,5,13.888888888888888889,52,4
21231X,Stone Mining And Quarrying,79,11,13.924050632911392405,49,8
42351X,Metal Service Centers And Other Metal Merchant Wholesalers,64,9,14.0625,43,7
4235XX,Metal And Mineral (Except Petroleum) Merchant Wholesalers,64,9,14.0625,50,7
11232X,Broilers And Other Meat Type Chicken Production,7,1,14.285714285714285714,24,
32518X,Other Basic Inorganic Chemical Manufacturing,14,2,14.285714285714285714,41,2
32519X,Other Basic Organic Chemical Manufacturing,7,1,14.285714285714285714,43,1
333415,Air-Conditioning And Warm Air Heating Eqp. And Commercial And Industrial Refrigeration Eqp. Mfg.,7,1,14.285714285714285714,40,1
33721X,Office Furniture (Including Fixtures) Manufacturing,7,1,14.285714285714285714,45,1
3372XX,Office Furniture (Including Fixtures) Manufacturing,7,1,14.285714285714285714,45,1
33911X,Medical Equipment And Supplies Manufacturing,7,1,14.285714285714285714,52,1
3391XX,Medical Equipment And Supplies Manufacturing,7,1,14.285714285714285714,52,1
4246XX,Chemical And Allied Products Merchant Wholesalers,49,7,14.285714285714285714,51,4
44413X,Hardware Stores,21,3,14.285714285714285714,52,2
44814X,Family Clothing Stores,14,2,14.285714285714285714,52,2
48721X,"Scenic And Sightseeing Transportation, Water",21,3,14.285714285714285714,41,2
4872XX,"Scenic And Sightseeing Transportation, Water",21,3,14.285714285714285714,41,2
5242XX,"Agencies, Brokerages, And Other Insurance Related Activities",63,9,14.285714285714285714,52,7
621112,"Offices Of Physicians, Mental Health Specialists",7,1,14.285714285714285714,52,1
721211,Rv (Recreational Vehicle) Parks And Campgrounds,14,2,14.285714285714285714,51,1
811411,Home And Garden Equipment Repair And Maintenance,7,1,14.285714285714285714,51,1
92411X,Administration Of Air And Water Resource And Solid Waste Management Programs,21,3,14.285714285714285714,50,3
4881XX,Support Activities For Air Transportation,111,16,14.414414414414414414,52,9
11521X,Support Activities For Animal Production,62,9,14.516129032258064516,51,7
1152XX,Support Activities For Animal Production,62,9,14.516129032258064516,51,7
481219,Other Nonscheduled Air Transportation,48,7,14.583333333333333333,42,1
52421X,Insurance Agencies And Brokerages,48,7,14.583333333333333333,52,6
44422X,"Nursery, Garden Center, And Farm Supply Stores",82,12,14.634146341463414634,52,8
811121,"Automotive Body, Paint, And Interior Repair And Maintenance",109,16,14.678899082568807339,52,8
62121X,Offices Of Dentists,34,5,14.705882352941176471,52,3
6212XX,Offices Of Dentists,34,5,14.705882352941176471,52,3
62441X,Child Day Care Services,34,5,14.705882352941176471,52,5
6244XX,Child Day Care Services,34,5,14.705882352941176471,52,5
44211X,Furniture Stores,61,9,14.754098360655737705,52,5
4421XX,Furniture Stores,61,9,14.754098360655737705,52,5
4431XX,Electronics And Appliance Stores,61,9,14.754098360655737705,52,5
443XXX,Electronics And Appliance Stores,61,9,14.754098360655737705,52,5
238911,Residential Site Preparation Contractors,115,17,14.782608695652173913,51,7
45311X,Florists,27,4,14.814814814814814815,52,3
4531XX,Florists,27,4,14.814814814814814815,52,3
48849X,Other Support Activities For Road Transportation,74,11,14.864864864864864865,49,3
5411XX,Legal Services,107,16,14.953271028037383178,52,7
4233XX,Lumber And Other Construction Materials Merchant Wholesalers,100,15,15,52,9
112112,Cattle Feedlots,33,5,15.151515151515151515,36,3
32192X,Wood Container And Pallet Manufacturing,33,5,15.151515151515151515,50,4
81341X,Civic And Social Organizations,59,9,15.25423728813559322,52,4
8134XX,Civic And Social Organizations,59,9,15.25423728813559322,52,4
811412,Appliance Repair And Maintenance,13,2,15.384615384615384615,51,2
32799X,All Other Nonmetallic Mineral Product Manufacturing,45,7,15.555555555555555556,43,1
48833X,Navigational Services To Shipping,51,8,15.686274509803921569,35,3
42491X,Farm Supplies Merchant Wholesalers,107,17,15.887850467289719626,52,9
562991,Septic Tank And Related Services,44,7,15.909090909090909091,51,4
811198,All Other Automotive Repair And Maintenance,44,7,15.909090909090909091,51,1
3327XX,"Machine Shops; Turned Product; And Screw, Nut, And Bolt Manufacturing",75,12,16,51,7
2213XX,"Water, Sewage And Other Systems",137,22,16.058394160583941606,49,11
482111,Line-Haul Railroads,130,21,16.153846153846153846,5,1
487XXX,Scenic And Sightseeing Transportation,68,11,16.176470588235294118,51,7
3323XX,Architectural And Structural Metals Manufacturing,185,30,16.216216216216216216,52,8
81411X,Private Households,37,6,16.216216216216216216,52,3
8141XX,Private Households,37,6,16.216216216216216216,52,3
814XXX,Private Households,37,6,16.216216216216216216,52,3
31161X,Animal Slaughtering And Processing,160,26,16.25,51,8
3116XX,Animal Slaughtering And Processing,160,26,16.25,51,8
326199,All Other Plastics Product Manufacturing,43,7,16.279069767441860465,45,1
452112,Discount Department Stores,49,8,16.326530612244897959,52,6
42383X,Industrial Machinery And Equipment Merchant Wholesalers,103,17,16.504854368932038835,52,8
44131X,Automotive Parts And Accessories Stores,127,21,16.535433070866141732,52,6
238152,Non Residential Glass And Glazing Contractors,12,2,16.666666666666666667,52,2
32213X,Paperboard Mills,6,1,16.666666666666666667,19,1
32412X,"Asphalt Paving, Roofing, And Saturated Materials Manufacturing",24,4,16.666666666666666667,45,3
33122X,Rolling And Drawing Of Purchased Steel,12,2,16.666666666666666667,33,2
45121X,Book Stores And News Dealers,6,1,16.666666666666666667,52,1
48899X,Other Support Activities For Transportation,12,2,16.666666666666666667,46,2
4889XX,Other Support Activities For Transportation,12,2,16.666666666666666667,46,2
522292,Real Estate Credit,6,1,16.666666666666666667,51,1
52239X,Other Activities Related To Credit Intermediation,18,3,16.666666666666666667,52,1
62331X,Community Care Facilities For The Elderly,48,8,16.666666666666666667,52,4
6233XX,Community Care Facilities For The Elderly,48,8,16.666666666666666667,52,4
71393X,Marinas,18,3,16.666666666666666667,49,1
9211XX,"Executive, Legislative, And Other General Government Support",124,21,16.935483870967741935,52,7
921XXX,"Executive, Legislative, And Other General Government Support",124,21,16.935483870967741935,52,7
81131X,Commercial Machinery Repair And Maintenance,206,35,16.99029126213592233,52,11
8113XX,Commercial Machinery Repair And Maintenance,206,35,16.99029126213592233,52,11
48541X,School And Employee Bus Transportation,47,8,17.021276595744680851,52,3
4854XX,School And Employee Bus Transportation,47,8,17.021276595744680851,52,3
23835X,Finish Carpentry Contractors,176,30,17.045454545454545455,52,10
33271X,Machine Shops,64,11,17.1875,49,6
3314XX,Nonferrous Metal (Except Aluminum) Production And Processing,29,5,17.241379310344827586,42,1
54133X,Engineering Services,168,29,17.261904761904761905,52,9
812111,Barber Shops,52,9,17.307692307692307692,51,7
23817X,Siding Contractors,103,18,17.475728155339805825,50,8
48421X,Used Household And Office Goods Moving,74,13,17.567567567567567568,51,4
22111X,Electric Power Generation,102,18,17.647058823529411765,52,7
32721X,Glass And Glass Product Manufacturing,34,6,17.647058823529411765,45,4
3272XX,Glass And Glass Product Manufacturing,34,6,17.647058823529411765,45,4
452111,Department Stores (Except Discount Department Stores),34,6,17.647058823529411765,51,1
4231XX,Motor Vehicle And Motor Vehicle Parts And Supplies Merchant Wholesalers,129,23,17.829457364341085271,52,7
45111X,Sporting Goods Stores,39,7,17.948717948717948718,52,4
62191X,Ambulance Services,167,30,17.96407185628742515,51,12
32731X,Cement Manufacturing,11,2,18.181818181818181818,29,1
33152X,Nonferrous Metal Foundries,11,2,18.181818181818181818,41,2
33399X,All Other General Purpose Machinery Manufacturing,11,2,18.181818181818181818,48,2
44523X,Fruit And Vegetable Markets,11,2,18.181818181818181818,47,2
44611X,Pharmacies And Drug Stores,55,10,18.181818181818181818,52,6
561613,Armored Car Services,44,8,18.181818181818181818,46,3
92313X,Administration Of Other Human Resource Programs,11,2,18.181818181818181818,52,2
531311,Residential Property Managers,82,15,18.292682926829268293,52,7
481211,Nonscheduled Chartered Passenger Air Transportation,153,28,18.30065359477124183,51,12
11114X,Wheat Farming,38,7,18.421052631578947368,31,5
3262XX,Rubber Product Manufacturing,38,7,18.421052631578947368,48,2
221122,Electric Power Distribution,141,26,18.439716312056737589,44,13
522XXX,Credit Intermediation And Related Activities,195,36,18.461538461538461538,52,10
4442XX,Lawn And Garden Equipment And Supplies Stores,97,18,18.556701030927835052,52,10
238322,Nonresidential Painting And Wall Covering Contractors,91,17,18.681318681318681319,52,3
56149X,Other Business Support Services,16,3,18.75,52,3
81331X,Social Advocacy Organizations,16,3,18.75,52,2
8133XX,Social Advocacy Organizations,16,3,18.75,52,2
9261XX,Administration Of Economic Programs,160,30,18.75,52,9
926XXX,Administration Of Economic Programs,160,30,18.75,52,9
111219,Other Vegetable (Except Potato) And Melon Farming,69,13,18.840579710144927536,47,2
56179X,Other Services To Buildings And Dwellings,90,17,18.888888888888888889,52,3
22121X,Natural Gas Distribution,37,7,18.918918918918918919,45,5
2212XX,Natural Gas Distribution,37,7,18.918918918918918919,45,5
485991,Special Needs Transportation,21,4,19.047619047619047619,48,2
49211X,Couriers,194,37,19.072164948453608247,52,12
4921XX,Couriers,194,37,19.072164948453608247,52,12
48211X,Rail Transportation,193,37,19.170984455958549223,13,5
4821XX,Rail Transportation,193,37,19.170984455958549223,13,5
482XXX,Rail Transportation,193,37,19.170984455958549223,13,5
5629XX,Remediation And Other Waste Management Services,171,33,19.298245614035087719,51,13
44132X,Tire Dealers,88,17,19.318181818181818182,52,7
321113,Sawmills,175,34,19.428571428571428571,43,11
45291X,Warehouse Clubs And Supercenters,41,8,19.512195121951219512,31,3
6232XX,"Residential Mental Retardation, Mental Health And Substance Abuse Facilities",61,12,19.672131147540983607,52,6
3112XX,Grain And Oilseed Milling,45,9,20,46,3
3324XX,"Boiler, Tank, And Shipping Container Manufacturing",40,8,20,49,5
33312X,Construction Machinery Manufacturing,10,2,20,44,2
336112,Light Truck And Utility Vehicle Manufacturing,5,1,20,8,1
44521X,Meat Markets,10,2,20,51,1
44612X,"Cosmetics, Beauty Supplies, And Perfume Stores",10,2,20,52,2
51521X,Cable And Other Subscription Programming,10,2,20,47,2
5152XX,Cable And Other Subscription Programming,10,2,20,47,2
532411,"Commercial Air, Rail, And Water Transportation Equipment Rental And Leasing",5,1,20,44,1
561622,Locksmiths,5,1,20,51,1
62149X,Other Outpatient Care Centers,10,2,20,51,2
6239XX,Other Residential Care Facilities,15,3,20,52,3
7223XX,Special Food Services,89,18,20.224719101123595506,52,7
517XXX,Telecommunications,182,37,20.32967032967032967,52,11
11221X,Hog And Pig Farming,54,11,20.37037037037037037,33,7
1122XX,Hog And Pig Farming,54,11,20.37037037037037037,33,7
238111,Residential Poured Concrete Foundation And Structure Contractors,54,11,20.37037037037037037,52,3
115112,"Soil Preparation, Planting, And Cultivating",98,20,20.408163265306122449,46,8
6219XX,Other Ambulatory Health Care Services,181,37,20.441988950276243094,52,14
45439X,Other Direct Selling Establishments,83,17,20.481927710843373494,51,3
334XXX,Computer And Electronic Product Manufacturing,92,19,20.652173913043478261,52,7
3252XX,"Resin, Synthetic Rubber, And Artificial Synthetic Fibers And Filaments Manufacturing",29,6,20.689655172413793103,44,2
3361XX,Motor Vehicle Manufacturing,29,6,20.689655172413793103,28,3
238351,Residential Finish Carpentry Contractors,53,11,20.754716981132075472,52,5
3259XX,Other Chemical Product And Preparation Manufacturing,48,10,20.833333333333333333,50,6
42421X,Drugs And Druggists' Sundries Merchant Wholesalers,24,5,20.833333333333333333,52,3
4242XX,Drugs And Druggists' Sundries Merchant Wholesalers,24,5,20.833333333333333333,52,3
62151X,Medical And Diagnostic Laboratories,24,5,20.833333333333333333,52,3
6215XX,Medical And Diagnostic Laboratories,24,5,20.833333333333333333,52,3
32111X,Sawmills And Wood Preservation,187,39,20.855614973262032086,51,12
3211XX,Sawmills And Wood Preservation,187,39,20.855614973262032086,51,12
1129XX,Other Animal Production,114,24,21.052631578947368421,48,12
21222X,Gold Ore And Silver Ore Mining,19,4,21.052631578947368421,12,1
336411,Aircraft Manufacturing,38,8,21.052631578947368421,32,2
3315XX,Foundries,71,15,21.12676056338028169,46,5
524XXX,Insurance Carriers And Related Activities,104,22,21.153846153846153846,52,8
56172X,Janitorial Services,217,46,21.19815668202764977,52,12
4461XX,Health And Personal Care Stores,80,17,21.25,52,8
446XXX,Health And Personal Care Stores,80,17,21.25,52,8
3279XX,Other Nonmetallic Mineral Product Manufacturing,47,10,21.276595744680851064,51,2
321214,Truss Manufacturing,14,3,21.428571428571428571,46,1
62322X,Residential Mental Health And Substance Abuse Facilities,28,6,21.428571428571428571,52,2
81291X,Pet Care (Except Veterinary) Services,14,3,21.428571428571428571,52,3
81393X,Labor Unions And Similar Labor Organizations,14,3,21.428571428571428571,52,3
49311X,General Warehousing And Storage,107,23,21.495327102803738318,51,5
92612X,Regulation And Administration Of Transportation Programs,93,20,21.505376344086021505,52,8
11142X,Nursery And Floriculture Production,102,22,21.568627450980392157,47,4
4248XX,"Beer, Wine, And Distilled Alcoholic Beverage Merchant Wholesalers",46,10,21.739130434782608696,52,3
8139XX,"Business, Professional, Labor, Political, And Similar Organizations",46,10,21.739130434782608696,52,8
22112X,"Electric Power Transmission, Control, And Distribution",183,40,21.857923497267759563,51,18
2379XX,Other Heavy And Civil Engineering Construction,159,35,22.012578616352201258,52,12
324121,Asphalt Paving Mixture And Block Manufacturing,18,4,22.222222222222222222,38,3
3331XX,"Agriculture, Construction, And Mining Machinery Manufacturing",63,14,22.222222222222222222,47,7
42452X,Livestock Merchant Wholesalers,9,2,22.222222222222222222,42,2
6242XX,"Community Food And Housing, And Emergency And Other Relief Services",27,6,22.222222222222222222,52,5
71392X,Skiing Facilities,9,2,22.222222222222222222,32,2
42451X,Grain And Field Bean Merchant Wholesalers,103,23,22.330097087378640777,43,5
711219,Other Spectator Sports,134,30,22.388059701492537313,50,4
33995X,Sign Manufacturing,49,11,22.448979591836734694,50,5
23721X,Land Subdivision,22,5,22.727272727272727273,52,3
2372XX,Land Subdivision,22,5,22.727272727272727273,52,3
33441X,Semiconductor And Other Electronic Component Manufacturing,22,5,22.727272727272727273,49,1
3344XX,Semiconductor And Other Electronic Component Manufacturing,22,5,22.727272727272727273,49,1
4879XX,"Scenic And Sightseeing Transportation, Other",22,5,22.727272727272727273,33,3
562211,Hazardous Waste Treatment And Disposal,22,5,22.727272727272727273,44,4
621511,Medical Laboratories,22,5,22.727272727272727273,52,3
81231X,Coin-Operated Laundries And Drycleaners,22,5,22.727272727272727273,50,3
49221X,Local Messengers And Local Delivery,79,18,22.784810126582278481,52,10
4922XX,Local Messengers And Local Delivery,79,18,22.784810126582278481,52,10
3241XX,Petroleum And Coal Products Manufacturing,83,19,22.891566265060240964,50,9
324XXX,Petroleum And Coal Products Manufacturing,83,19,22.891566265060240964,50,9
45331X,Used Merchandise Stores,61,14,22.950819672131147541,52,9
4533XX,Used Merchandise Stores,61,14,22.950819672131147541,52,9
3359XX,Other Electrical Equipment And Component Manufacturing,13,3,23.076923076923076923,48,3
62221X,Psychiatric And Substance Abuse Hospitals,13,3,23.076923076923076923,41,2
6222XX,Psychiatric And Substance Abuse Hospitals,13,3,23.076923076923076923,41,2
32732X,Ready-Mix Concrete Manufacturing,164,38,23.170731707317073171,52,8
32619X,Other Plastics Product Manufacturing,56,13,23.214285714285714286,50,4
512XXX,Motion Picture And Sound Recording Industries,56,13,23.214285714285714286,52,6
72111X,Hotels (Except Casino Hotels) And Motels,224,52,23.214285714285714286,52,16
61131X,"Colleges, Universities, And Professional Schools",197,46,23.350253807106598985,52,15
6113XX,"Colleges, Universities, And Professional Schools",197,46,23.350253807106598985,52,15
33242X,Metal Tank (Heavy Gauge) Manufacturing,17,4,23.529411764705882353,41,4
33611X,Automobile And Light Duty Motor Vehicle Manufacturing,25,6,24,21,3
339XXX,Miscellaneous Manufacturing,100,24,24,52,7
485113,Bus And Other Motor Vehicle Transit Systems,25,6,24,41,2
312XXX,Beverage And Tobacco Product Manufacturing,79,19,24.050632911392405063,51,7
4249XX,Miscellaneous Nondurable Goods Merchant Wholesalers,170,41,24.117647058823529412,52,15
48321X,Inland Water Transportation,62,15,24.193548387096774194,33,3
4832XX,Inland Water Transportation,62,15,24.193548387096774194,33,3
4247XX,Petroleum And Petroleum Products Merchant Wholesalers,140,34,24.285714285714285714,51,9
56221X,Waste Treatment And Disposal,152,37,24.342105263157894737,50,13
5622XX,Waste Treatment And Disposal,152,37,24.342105263157894737,50,13
3121XX,Beverage Manufacturing,78,19,24.358974358974358974,40,6
62211X,General Medical And Surgical Hospitals,246,60,24.39024390243902439,52,15
6221XX,General Medical And Surgical Hospitals,246,60,24.39024390243902439,52,15
325XXX,Chemical Manufacturing,248,61,24.596774193548387097,52,13
111421,Nursery And Tree Production,85,21,24.705882352941176471,51,5
71391X,Golf Courses And Country Clubs,129,32,24.806201550387596899,51,9
448XXX,Clothing And Clothing Accessories Stores,133,33,24.812030075187969925,52,12
3261XX,Plastics Product Manufacturing,137,34,24.817518248175182482,48,11
212111,Bituminous Coal And Lignite Surface Mining,40,10,25,22,5
236116,New Multifamily Housing Construction (Except Operative Builders),84,21,25,52,5
31171X,Seafood Product Preparation And Packaging,24,6,25,33,1
3117XX,Seafood Product Preparation And Packaging,24,6,25,33,1
311942,Spice And Extract Manufacturing,4,1,25,32,1
31212X,Breweries,4,1,25,41,1
322122,Newsprint Mills,4,1,25,6,1
32222X,Paper Bag And Coated And Treated Paper Manufacturing,4,1,25,40,1
32223X,Stationery Product Manufacturing,4,1,25,38,1
323113,Commercial Screen Printing,4,1,25,51,1
32419X,Other Petroleum And Coal Products Manufacturing,4,1,25,34,1
325211,Plastics Material And Resin Manufacturing,24,6,25,36,2
32521X,Resin And Synthetic Rubber Manufacturing,24,6,25,38,2
325312,Phosphatic Fertilizer Manufacturing,4,1,25,7,1
33131X,Alumina And Aluminum Production And Processing,16,4,25,36,3
3313XX,Alumina And Aluminum Production And Processing,16,4,25,36,3
332321,Metal Window And Door Manufacturing,4,1,25,45,1
33272X,"Turned Product And Screw, Nut, And Bolt Manufacturing",4,1,25,44,1
333995,Fluid Power Cylinder And Actuator Manufacturing,4,1,25,32,1
42373X,Warm Air Heating And Air-Conditioning Equipment And Supplies Merchant Wholesalers,4,1,25,49,1
42413X,Industrial And Personal Service Paper Merchant Wholesalers,4,1,25,50,1
42446X,Fish And Seafood Merchant Wholesalers,8,2,25,43,2
4244XX,Grocery And Related Product Wholesalers,280,70,25,52,16
44121X,Recreational Vehicle Dealers,4,1,25,49,1
4441XX,Building Material And Supplies Dealers,252,63,25,52,15
445291,Baked Goods Stores,4,1,25,50,1
48521X,Interurban And Rural Bus Transportation,4,1,25,41,1
4852XX,Interurban And Rural Bus Transportation,4,1,25,41,1
4869XX,Other Pipeline Transportation,4,1,25,27,1
5121XX,Motion Picture And Video Industries,40,10,25,51,6
51511X,Radio Broadcasting,4,1,25,52,1
562112,Hazardous Waste Collection,8,2,25,45,1
62139X,Offices Of All Other Health Practitioners,4,1,25,52,1
71211X,Museums,12,3,25,52,2
71213X,Zoos And Botanical Gardens,4,1,25,42,1
72112X,Casino Hotels,16,4,25,24,2
811211,Consumer Electronics Repair And Maintenance,4,1,25,51,1
623XXX,Nursing And Residential Care Facilities,214,54,25.233644859813084112,52,16
4238XX,"Machinery, Equipment, And Supplies Merchant Wholesalers",272,69,25.367647058823529412,52,16
812112,Beauty Salons,51,13,25.490196078431372549,52,8
62111X,Offices Of Physicians,101,26,25.742574257425742574,52,9
6211XX,Offices Of Physicians,101,26,25.742574257425742574,52,9
42472X,Petroleum And Petroleum Products Merchant Wholesalers (Except Bulk Stations And Terminals),104,27,25.961538461538461538,51,9
71132X,"Promoters Of Performing Arts, Sports, And Similar Events Without Facilities",23,6,26.086956521739130435,51,6
92114X,"Executive And Legislative Offices, Combined",19,5,26.315789473684210526,40,1
313XXX,Textile Mills,34,9,26.470588235294117647,48,2
238141,Residential Masonry Contractors,79,21,26.582278481012658228,52,5
212221,Gold Ore Mining,15,4,26.666666666666666667,9,1
92214X,Correctional Institutions,150,40,26.666666666666666667,49,12
7131XX,Amusement Parks And Arcades,52,14,26.923076923076923077,50,1
7211XX,Traveler Accommodation,260,70,26.923076923076923077,52,18
81119X,Other Automotive Repair And Maintenance,130,35,26.923076923076923077,52,8
7121XX,"Museums, Historical Sites, And Similar Institutions",100,27,27,52,10
712XXX,"Museums, Historical Sites, And Similar Institutions",100,27,27,52,10
11121X,Vegetable And Melon Farming,137,37,27.007299270072992701,48,8
1112XX,Vegetable And Melon Farming,137,37,27.007299270072992701,48,8
3399XX,Other Miscellaneous Manufacturing,85,23,27.058823529411764706,52,6
3114XX,Fruit And Vegetable Preserving And Specialty Food Manufacturing,48,13,27.083333333333333333,49,5
238122,Nonresidential Structural Steel And Precast Concrete Contractors,158,43,27.215189873417721519,51,7
238352,Nonresidential Finish Carpentry Contractors,11,3,27.272727272727272727,52,1
3132XX,Fabric Mills,11,3,27.272727272727272727,41,1
33313X,Mining And Oil And Gas Field Machinery Manufacturing,33,9,27.272727272727272727,37,3
45211X,Department Stores,99,27,27.272727272727272727,52,9
4521XX,Department Stores,99,27,27.272727272727272727,52,9
3118XX,Bakeries And Tortilla Manufacturing,84,23,27.380952380952380952,52,8
2122XX,Metal Ore Mining,51,14,27.450980392156862745,22,2
81211X,"Hair, Nail, And Skin Care Services",116,32,27.586206896551724138,52,15
238211,Residential Electrical Contractors,76,21,27.631578947368421053,52,5
1114XX,"Greenhouse, Nursery, And Floriculture Production",123,34,27.642276422764227642,50,7
4543XX,Direct Selling Establishments,165,46,27.878787878787878788,52,11
33639X,Other Motor Vehicle Parts Manufacturing,25,7,28,43,4
42393X,Recyclable Material Merchant Wholesalers,225,63,28,51,17
48511X,Urban Transit Systems,100,28,28,46,7
4851XX,Urban Transit Systems,100,28,28,46,7
4245XX,Farm Product Raw Material Merchant Wholesalers,132,37,28.030303030303030303,48,10
31142X,"Fruit And Vegetable Canning, Pickling, And Drying",32,9,28.125,41,5
624XXX,Social Assistance,261,74,28.352490421455938697,52,20
11251X,Animal Aquaculture,7,2,28.571428571428571429,39,2
